,AGE,GENDER,DOMAIN,PHD,YEARSEXP,UNIVERSITY,UOC_POSITION,OTHER_POSITION,OTHERSTATUS,USERWIKI,PU1,PU2,PU3,PEU1,PEU2,PEU3,ENJ1,ENJ2,QU1,QU2,QU3,QU4,QU5,VIS1,VIS2,VIS3,IM1,IM2,IM3,SA1,SA2,SA3,USE1,USE2,USE3,USE4,USE5,PF1,PF2,PF3,JR1,JR2,BI1,BI2,INC1,INC2,INC3,INC4,EXP1,EXP2,EXP3,EXP4,EXP5
167,47,0,2.0,1,21.0,1,6.0,1.0,2.0,0.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0
169,33,0,4.0,0,5.0,1,6.0,2.0,,0.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,5.0
170,41,0,6.0,1,14.0,1,6.0,2.0,,0.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0
171,40,0,6.0,1,,1,6.0,1.0,2.0,1.0,3.0,4.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,1.0,4.0,,,4.0,5.0,3.0,2.0,,5.0,5.0,5.0,4.0,1.0,4.0,,4.0,4.0,5.0,5.0,1.0,2.0,3.0,5.0,1.0,3.0,1.0,3.0,4.0,4.0,5.0,1.0,4.0
172,46,0,4.0,1,23.0,1,6.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0
173,45,0,4.0,1,20.0,1,6.0,1.0,3.0,0.0,3.0,3.0,4.0,4.0,4.0,,5.0,5.0,4.0,4.0,3.0,2.0,4.0,,,2.0,3.0,,3.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,1.0
175,44,0,4.0,0,14.0,1,6.0,2.0,,0.0,3.0,,3.0,5.0,4.0,,2.0,4.0,1.0,2.0,2.0,5.0,1.0,,4.0,1.0,1.0,5.0,3.0,5.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,,4.0,,3.0,3.0,2.0,1.0,2.0
176,56,0,4.0,0,3.0,1,6.0,2.0,,0.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,,,2.0,,,,5.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,,2.0,2.0,5.0,3.0,3.0,,2.0,3.0,3.0,1.0,1.0
177,43,0,6.0,1,8.0,1,6.0,,,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,,,3.0,,4.0,,3.0,3.0,3.0,3.0,,,,,4.0,4.0,4.0,1.0,1.0
178,41,0,6.0,1,10.0,1,6.0,1.0,7.0,0.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0
179,49,0,2.0,1,22.0,1,6.0,1.0,3.0,0.0,4.0,4.0,5.0,5.0,5.0,,4.0,3.0,4.0,4.0,4.0,2.0,4.0,,,4.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0
180,47,0,2.0,1,19.0,1,6.0,1.0,3.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
181,47,0,4.0,1,20.0,1,6.0,1.0,6.0,0.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0
182,48,0,6.0,0,4.0,1,6.0,2.0,,0.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0
183,49,0,6.0,0,5.0,1,6.0,2.0,,0.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,,,1.0,3.0,4.0,,3.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0
184,46,0,6.0,1,11.0,1,6.0,2.0,,1.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0
185,57,0,2.0,0,12.0,1,6.0,2.0,,0.0,4.0,,4.0,5.0,4.0,,4.0,,4.0,4.0,4.0,,4.0,,,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,,,4.0,4.0,2.0,3.0,5.0
186,43,0,6.0,0,12.0,1,6.0,2.0,,0.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0
187,48,0,2.0,1,25.0,1,6.0,1.0,2.0,0.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0
188,45,0,5.0,0,12.0,1,6.0,2.0,,0.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0,5.0,1.0,4.0,4.0,1.0,1.0
189,53,0,2.0,0,12.0,1,6.0,2.0,,0.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,5.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,4.0
190,43,0,5.0,1,18.0,1,6.0,1.0,2.0,0.0,2.0,2.0,2.0,5.0,4.0,2.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,1.0,1.0
191,42,0,6.0,1,20.0,1,6.0,1.0,7.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0
193,44,0,5.0,0,16.0,1,6.0,1.0,7.0,0.0,2.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0
194,39,0,4.0,0,7.0,1,6.0,2.0,,0.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,2.0
195,38,0,4.0,1,6.0,1,6.0,2.0,,0.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0
196,43,0,4.0,0,7.0,1,6.0,2.0,,0.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0
197,46,0,1.0,0,12.0,1,6.0,2.0,,0.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0
199,58,0,4.0,0,10.0,1,6.0,2.0,,0.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0
200,41,0,6.0,1,15.0,1,6.0,1.0,2.0,0.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,3.0
201,43,0,6.0,0,3.0,1,6.0,2.0,,0.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0
202,38,0,6.0,0,9.0,1,6.0,2.0,,0.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0
203,56,0,3.0,0,22.0,1,6.0,2.0,,0.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,5.0,3.0,5.0,5.0,2.0,3.0,4.0,1.0,3.0
204,46,0,1.0,0,10.0,1,6.0,2.0,,0.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0
205,47,0,4.0,0,5.0,1,6.0,2.0,,0.0,2.0,2.0,2.0,5.0,3.0,,2.0,4.0,,,,,,,,1.0,2.0,4.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,5.0,,2.0,1.0,,,,,2.0,1.0,3.0,1.0,
206,37,0,6.0,0,2.0,1,6.0,2.0,,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
207,44,0,4.0,0,1.0,1,6.0,2.0,,1.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0
212,49,0,2.0,1,20.0,1,6.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,5.0,5.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,1.0,1.0
214,40,0,6.0,1,15.0,1,6.0,1.0,3.0,0.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0,4.0,5.0,1.0,2.0,4.0,4.0,2.0,2.0
216,55,0,3.0,1,20.0,1,6.0,1.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
217,38,0,3.0,1,15.0,1,6.0,2.0,,0.0,4.0,3.0,4.0,5.0,4.0,,4.0,5.0,2.0,4.0,3.0,3.0,,,,3.0,3.0,2.0,,4.0,4.0,5.0,2.0,2.0,4.0,3.0,4.0,1.0,5.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0
219,43,0,1.0,0,12.0,1,6.0,2.0,,0.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,5.0,3.0,5.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,1.0,5.0
220,46,0,5.0,0,7.0,1,6.0,2.0,,0.0,3.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,3.0,2.0,2.0,5.0,4.0,5.0,3.0,2.0,3.0,4.0,1.0,2.0
221,50,0,1.0,0,12.0,1,6.0,2.0,,1.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3.0
222,37,0,4.0,1,12.0,1,6.0,1.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0
223,50,0,2.0,0,,1,6.0,2.0,,0.0,3.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,4.0,5.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,,,1.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0
224,44,0,1.0,0,12.0,1,6.0,2.0,,1.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0
225,45,0,6.0,0,8.0,1,6.0,,,0.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0
226,57,0,6.0,1,22.0,1,6.0,1.0,2.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,5.0,5.0,5.0,5.0,,1.0,1.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0
228,53,0,1.0,0,5.0,1,6.0,2.0,,0.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,5.0,2.0,4.0,,4.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0
229,46,0,5.0,0,1.0,1,6.0,2.0,,0.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0
230,48,0,6.0,0,5.0,1,6.0,2.0,,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0
232,56,0,6.0,0,12.0,1,6.0,2.0,,0.0,2.0,2.0,3.0,5.0,5.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,,,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0
233,37,0,4.0,0,6.0,1,6.0,2.0,,0.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0
234,31,0,6.0,0,4.0,1,6.0,2.0,,0.0,2.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0
236,45,0,6.0,0,17.0,1,6.0,1.0,3.0,0.0,3.0,3.0,3.0,2.0,,,3.0,4.0,,,,,,,,3.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
237,33,0,1.0,1,9.0,1,6.0,1.0,4.0,1.0,2.0,2.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0
238,34,0,4.0,0,,1,6.0,2.0,,1.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,4.0,4.0,5.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0
240,37,0,1.0,0,6.0,1,6.0,2.0,,0.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,5.0,5.0,1.0,3.0
241,40,0,1.0,1,10.0,1,6.0,1.0,2.0,0.0,3.0,3.0,5.0,4.0,5.0,,1.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,,1.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,1.0,4.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0
242,34,0,4.0,1,10.0,1,6.0,1.0,2.0,0.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0
243,38,0,1.0,0,7.0,1,6.0,2.0,,0.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0
245,50,0,1.0,1,17.0,1,6.0,1.0,3.0,0.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0
246,39,0,6.0,0,10.0,1,6.0,2.0,,0.0,3.0,3.0,3.0,5.0,5.0,2.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,5.0,3.0,5.0,4.0,2.0,2.0,5.0,1.0,2.0
248,40,0,5.0,0,16.0,1,6.0,1.0,7.0,0.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0
249,41,0,1.0,1,10.0,1,6.0,2.0,,0.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0
251,42,0,2.0,1,15.0,1,6.0,1.0,2.0,0.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,4.0,3.0,5.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0
252,36,0,4.0,0,12.0,1,6.0,2.0,,0.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,1.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,1.0
